id,student_id,時間點,學習時間（分鐘）
29775,1701,2021-10-16 18:18:39.888005,139
29776,1701,2021-10-13 01:30:55.473244,177
29777,1701,2021-10-25 11:35:00.907050,179
29778,1701,2021-10-11 03:42:11.123246,164
29779,1701,2021-10-19 13:48:24.213978,97
29780,1701,2021-10-06 03:27:20.638281,140
29781,1701,2021-09-29 13:02:52.714898,123
29782,1701,2021-10-27 05:43:54.502062,154
29783,1701,2021-10-08 18:07:02.932530,155
29784,1702,2021-10-14 19:23:25.549979,86
29785,1702,2021-10-20 19:39:24.940927,171
29786,1702,2021-10-07 04:27:27.750970,152
29787,1702,2021-10-25 08:46:12.102540,105
29788,1702,2021-09-29 13:42:53.442058,154
29789,1702,2021-10-12 00:08:57.165906,152
29790,1702,2021-10-20 17:31:03.714556,119
29791,1703,2021-10-29 02:47:48.996748,155
29792,1703,2021-10-09 11:23:50.307722,155
29793,1703,2021-10-22 12:35:44.438335,179
29794,1703,2021-10-26 08:38:51.032909,155
29795,1703,2021-10-10 20:29:58.397092,158
29796,1703,2021-10-06 22:26:55.218338,185
29797,1703,2021-10-23 19:24:05.152203,137
29798,1703,2021-10-27 07:13:07.341729,120
29799,1703,2021-10-03 00:58:10.113732,155
29800,1703,2021-10-02 10:32:33.783593,140
29801,1703,2021-10-16 09:13:10.660291,167
29802,1703,2021-10-06 17:20:48.928129,145
29803,1703,2021-10-19 09:41:11.439921,177
29804,1703,2021-10-07 00:58:17.617038,145
29805,1703,2021-10-19 13:59:34.348533,124
29806,1703,2021-10-12 09:55:23.330099,146
29807,1703,2021-10-07 21:11:07.037890,76
29808,1703,2021-10-23 16:02:02.957997,124
29809,1703,2021-10-22 13:39:25.221412,126
29810,1703,2021-10-03 00:40:15.226628,176
29811,1703,2021-10-21 13:08:32.237728,128
29812,1704,2021-10-19 22:42:35.704485,174
29813,1704,2021-10-15 21:31:31.505445,140
29814,1704,2021-10-07 01:00:40.809020,138
29815,1704,2021-10-03 14:19:56.788952,46
29816,1704,2021-10-15 06:04:30.024511,142
29817,1704,2021-10-23 13:25:10.801646,128
29818,1704,2021-10-21 04:27:23.546343,129
29819,1704,2021-10-26 11:26:41.781057,162
29820,1704,2021-10-27 01:30:07.960275,141
29821,1704,2021-10-09 18:24:03.908553,142
29822,1704,2021-10-14 18:03:35.639261,115
29823,1704,2021-10-02 14:30:32.702372,106
29824,1704,2021-09-30 18:13:45.156087,155
29825,1704,2021-10-14 16:47:15.729434,151
29826,1704,2021-10-07 03:15:49.192214,131
29827,1704,2021-09-30 14:32:49.319440,133
29828,1705,2021-10-03 09:19:08.308138,142
29829,1705,2021-10-19 01:08:53.195151,134
29830,1705,2021-10-04 22:20:22.810274,155
29831,1705,2021-10-01 06:03:57.894083,157
29832,1705,2021-10-05 09:19:41.879078,196
29833,1705,2021-10-18 12:37:07.834358,158
29834,1705,2021-10-11 13:59:37.724223,177
29835,1705,2021-10-25 10:52:48.435549,113
29836,1705,2021-09-29 11:11:11.051080,150
29837,1705,2021-10-01 10:04:34.365351,148
29838,1705,2021-10-17 14:08:24.627536,85
29839,1705,2021-10-01 16:36:39.466602,193
29840,1705,2021-10-10 03:35:26.666984,183
29841,1705,2021-10-24 11:47:00.815206,149
29842,1705,2021-10-10 19:27:19.707864,171
29843,1705,2021-10-24 03:07:13.501555,163
29844,1706,2021-10-15 22:37:12.969183,187
29845,1706,2021-10-27 21:01:23.875939,149
29846,1706,2021-10-13 06:47:34.319759,83
29847,1706,2021-10-09 05:40:41.722839,123
29848,1706,2021-10-27 05:50:51.755073,112
29849,1706,2021-10-08 14:38:46.641560,135
29850,1706,2021-10-13 06:35:25.792091,129
29851,1706,2021-10-09 03:41:35.136628,131
29852,1706,2021-10-09 06:00:30.235522,135
29853,1706,2021-10-11 16:09:24.253544,71
29854,1706,2021-10-06 06:25:51.303049,139
29855,1706,2021-10-03 23:11:10.537263,173
29856,1706,2021-10-15 01:25:43.273532,140
29857,1706,2021-10-10 15:10:46.284408,138
29858,1706,2021-10-25 22:03:11.666402,183
29859,1706,2021-10-18 23:05:02.961295,86
29860,1706,2021-10-07 00:12:16.152979,173
29861,1706,2021-10-27 11:18:06.631232,147
29862,1706,2021-10-13 19:13:28.501691,135
29863,1706,2021-10-28 17:14:35.318783,166
29864,1706,2021-10-11 04:33:26.804853,185
29865,1706,2021-10-05 10:23:07.689255,209
29866,1706,2021-09-30 11:06:47.285863,150
29867,1706,2021-10-01 12:30:18.180264,166
29868,1706,2021-10-09 06:15:22.554610,84
29869,1706,2021-10-25 20:54:07.503330,124
29870,1706,2021-10-07 13:25:36.306714,93
29871,1707,2021-10-23 16:33:30.425022,151
29872,1707,2021-10-01 16:37:51.401606,184
29873,1707,2021-10-25 17:49:52.760833,173
29874,1707,2021-10-26 13:07:28.590799,145
29875,1707,2021-10-04 01:52:17.203182,172
29876,1707,2021-09-30 19:39:56.354213,148
29877,1707,2021-10-26 14:44:33.692586,129
29878,1707,2021-10-12 06:30:56.044709,176
29879,1707,2021-10-20 21:44:11.700858,133
29880,1707,2021-10-04 13:18:16.125005,164
29881,1707,2021-10-10 00:46:55.645103,141
29882,1707,2021-10-14 00:31:53.830713,110
29883,1707,2021-10-15 04:29:29.844264,135
29884,1707,2021-09-28 21:47:16.683750,151
29885,1707,2021-10-07 21:59:57.874905,157
29886,1707,2021-10-06 22:31:23.287386,123
29887,1707,2021-10-16 20:53:02.418684,132
29888,1707,2021-10-26 01:38:40.275273,116
29889,1707,2021-10-05 05:45:32.058198,194
29890,1707,2021-10-11 06:19:03.593727,109
29891,1707,2021-10-25 22:49:40.936514,165
29892,1707,2021-10-01 18:15:08.858035,81
29893,1707,2021-10-20 16:51:05.883400,212
29894,1707,2021-10-22 23:07:45.009931,191
29895,1707,2021-09-28 04:24:26.577137,102
29896,1707,2021-10-18 09:44:53.774683,94
29897,1707,2021-10-21 00:02:31.394820,137
29898,1707,2021-10-12 13:42:40.367097,128
29899,1707,2021-10-15 15:09:48.228938,178
29900,1707,2021-10-27 18:40:25.392034,139
29901,1708,2021-10-08 11:41:39.502528,170
29902,1708,2021-09-29 12:13:33.021604,126
29903,1708,2021-10-05 10:46:23.624093,151
29904,1708,2021-10-21 17:34:17.682966,182
29905,1708,2021-10-13 07:28:49.821753,141
29906,1708,2021-10-04 09:59:07.040029,130
29907,1708,2021-10-20 12:15:26.015305,94
29908,1708,2021-10-23 14:59:59.765008,141
29909,1709,2021-10-10 05:44:23.859580,130
29910,1709,2021-10-03 22:55:50.387544,120
29911,1709,2021-10-06 04:35:27.838559,127
29912,1709,2021-10-28 04:49:00.008615,165
29913,1709,2021-10-12 20:35:42.254822,161
29914,1709,2021-10-14 12:18:01.037513,154
29915,1709,2021-10-03 00:36:59.325596,108
29916,1709,2021-10-26 04:24:32.163601,172
29917,1709,2021-10-11 12:43:27.699468,228
29918,1709,2021-10-02 13:30:31.782250,155
29919,1709,2021-10-01 21:15:25.934055,156
29920,1709,2021-09-30 18:57:58.284235,131
29921,1709,2021-10-21 01:24:09.297165,158
29922,1709,2021-10-15 12:13:17.295106,154
29923,1709,2021-10-02 10:11:23.697846,187
29924,1709,2021-10-17 02:28:10.544735,127
29925,1709,2021-10-17 00:44:17.363426,199
29926,1709,2021-10-16 05:13:12.756994,97
29927,1709,2021-10-15 14:21:03.312338,96
29928,1709,2021-10-13 07:54:09.782998,118
29929,1709,2021-10-26 12:45:04.066103,161
29930,1709,2021-10-22 04:46:35.262436,147
29931,1709,2021-10-21 04:30:40.604896,185
29932,1709,2021-10-03 16:33:41.486341,121
29933,1709,2021-10-12 20:52:49.358593,125
29934,1709,2021-10-15 22:42:49.377897,127
29935,1709,2021-10-10 20:04:42.069172,135
29936,1710,2021-10-25 22:44:54.211342,163
29937,1710,2021-10-01 20:13:39.509934,149
29938,1710,2021-10-01 07:28:49.211179,154
29939,1710,2021-10-24 19:50:34.612254,144
29940,1710,2021-10-12 15:52:45.787360,190
29941,1710,2021-10-11 16:56:50.221515,156
29942,1710,2021-10-26 07:35:37.419311,189
29943,1710,2021-10-28 00:02:47.173877,125
29944,1710,2021-10-14 02:43:54.135342,156
29945,1710,2021-10-16 18:35:54.307697,120
29946,1710,2021-10-25 13:19:13.789565,143
29947,1710,2021-10-22 10:53:56.706422,150
29948,1710,2021-10-03 02:40:19.781609,149
29949,1710,2021-10-02 17:44:49.872780,190
29950,1710,2021-10-26 22:23:36.779934,156
29951,1710,2021-10-16 18:46:51.441304,137
29952,1710,2021-10-12 05:06:05.502138,74
29953,1710,2021-10-27 23:24:59.123299,125
29954,1710,2021-10-02 18:06:57.445681,161
29955,1710,2021-10-28 23:42:58.263859,134
29956,1710,2021-10-03 20:43:23.537097,154
29957,1710,2021-10-06 15:31:40.576376,113
29958,1711,2021-10-18 04:24:20.718469,157
29959,1711,2021-09-29 15:41:15.860954,150
29960,1711,2021-10-14 10:29:59.931352,109
29961,1711,2021-10-16 10:40:38.284866,146
29962,1711,2021-09-27 23:39:47.197383,122
29963,1711,2021-10-13 23:19:02.140332,175
29964,1712,2021-09-25 20:23:30.788605,117
29965,1712,2021-10-17 18:58:59.402245,169
29966,1712,2021-10-01 15:22:59.182824,202
29967,1712,2021-10-04 05:42:27.493576,120
29968,1712,2021-09-26 20:20:52.073448,141
29969,1712,2021-10-22 09:50:50.882650,164
29970,1712,2021-10-15 06:29:23.159819,82
29971,1712,2021-10-18 00:47:01.689207,153
29972,1712,2021-10-11 00:43:59.757279,94
29973,1712,2021-10-08 07:46:30.327569,198
29974,1712,2021-09-28 21:09:30.231874,92
29975,1712,2021-10-20 15:18:26.253274,173
29976,1712,2021-09-26 07:23:45.054153,64
29977,1712,2021-10-16 22:02:54.107518,173
29978,1712,2021-09-28 20:19:33.651822,162
29979,1712,2021-09-25 18:22:53.316495,161
29980,1712,2021-10-21 18:03:10.515044,135
29981,1712,2021-10-19 03:33:53.269200,89
29982,1712,2021-10-03 01:13:37.443811,128
29983,1712,2021-10-15 03:37:56.034943,181
29984,1712,2021-10-13 00:24:48.579125,141
29985,1712,2021-10-08 14:31:16.121971,135
29986,1712,2021-10-03 07:05:08.088253,155
29987,1712,2021-10-14 23:31:09.067419,187
29988,1712,2021-10-17 19:26:59.474012,119
29989,1712,2021-10-10 16:44:46.389970,167
29990,1712,2021-10-15 18:32:27.328446,164
29991,1712,2021-10-07 19:30:30.600483,122
29992,1712,2021-10-17 12:09:47.126665,174
29993,1712,2021-09-30 07:04:18.960482,134
29994,1713,2021-10-15 14:48:09.041360,162
29995,1713,2021-10-05 18:42:37.661034,159
29996,1713,2021-10-22 05:13:56.818538,134
29997,1713,2021-09-30 10:13:17.137582,148
29998,1713,2021-10-01 14:22:11.812703,120
29999,1713,2021-10-21 10:21:45.422777,92
30000,1713,2021-10-08 07:10:42.790823,177
30001,1713,2021-10-03 06:39:31.799286,131
30002,1713,2021-09-29 13:07:31.860210,134
30003,1713,2021-10-25 13:44:51.845943,56
30004,1713,2021-10-20 06:04:55.556932,117
30005,1713,2021-10-07 11:17:39.810406,173
30006,1713,2021-10-25 14:45:15.243752,164
30007,1713,2021-10-18 01:56:23.779502,152
30008,1713,2021-09-30 01:59:08.784691,160
30009,1714,2021-10-04 03:57:27.777201,165
30010,1714,2021-10-07 04:53:54.079295,138
30011,1714,2021-10-25 04:07:17.188819,134
30012,1714,2021-09-27 08:04:15.382451,135
30013,1714,2021-10-26 04:36:06.055023,98
30014,1714,2021-10-11 19:55:53.670927,144
30015,1714,2021-10-07 22:45:04.801237,126
30016,1714,2021-10-12 15:57:20.341087,119
30017,1714,2021-10-13 04:49:25.819422,177
30018,1714,2021-10-24 13:57:38.747408,143
30019,1714,2021-09-29 14:08:39.283931,129
30020,1714,2021-10-02 01:27:19.161579,152
30021,1714,2021-10-07 18:47:10.497971,140
30022,1714,2021-10-19 13:05:34.689542,144
30023,1714,2021-09-30 17:23:35.247143,158
30024,1714,2021-10-12 05:21:59.624897,113
30025,1714,2021-10-13 18:18:46.784503,112
30026,1714,2021-10-20 17:49:18.143162,167
30027,1714,2021-10-26 10:11:13.832413,137
30028,1714,2021-09-28 04:13:40.485937,171
30029,1714,2021-10-05 15:01:14.118935,148
30030,1714,2021-10-08 10:48:28.613695,158
30031,1714,2021-10-05 10:44:17.486080,142
30032,1714,2021-10-19 02:43:49.459834,181
30033,1714,2021-09-28 13:01:01.075800,148
30034,1714,2021-10-17 05:15:32.839182,185
30035,1714,2021-10-18 04:04:35.328717,167
30036,1714,2021-10-18 10:14:57.458520,120
30037,1715,2021-10-12 16:52:18.360987,102
30038,1715,2021-10-24 21:32:01.272862,141
30039,1715,2021-10-18 23:42:22.503039,97
30040,1715,2021-09-30 13:26:30.930050,110
30041,1715,2021-10-03 12:49:41.101932,117
30042,1715,2021-10-10 02:47:01.977738,196
30043,1715,2021-10-27 21:18:53.657430,114
30044,1715,2021-10-23 12:51:54.323425,131
30045,1715,2021-10-15 17:24:12.160976,145
30046,1715,2021-10-16 02:12:12.229779,156
30047,1715,2021-10-16 00:28:15.680639,154
30048,1715,2021-10-14 15:12:28.207492,110
30049,1715,2021-10-08 14:13:50.888165,105
30050,1715,2021-10-06 22:58:12.513896,90
30051,1715,2021-10-21 01:29:43.263146,139
30052,1715,2021-10-11 13:42:41.646254,194
30053,1716,2021-10-07 14:30:07.010169,170
30054,1716,2021-10-05 14:07:07.539600,151
30055,1716,2021-10-04 17:51:10.348734,163
30056,1716,2021-10-01 12:59:26.993790,147
30057,1716,2021-10-10 08:46:48.107135,89
30058,1716,2021-10-01 01:34:32.557122,119
30059,1716,2021-09-29 15:56:44.508880,179
30060,1716,2021-10-25 19:21:39.435146,176
30061,1716,2021-10-15 17:11:41.954364,116
30062,1716,2021-10-05 21:52:49.179113,146
30063,1716,2021-10-20 01:41:14.688518,103
30064,1716,2021-10-10 22:48:15.814041,149
30065,1716,2021-10-07 22:57:59.849584,193
30066,1716,2021-10-05 18:06:23.524337,137
30067,1716,2021-09-30 07:20:22.383770,175
30068,1716,2021-10-22 18:05:27.777134,110
30069,1716,2021-10-14 20:25:05.763912,173
30070,1716,2021-10-02 02:01:16.287963,99
30071,1716,2021-09-29 01:29:16.070404,148
30072,1717,2021-10-26 18:19:35.564021,138
30073,1717,2021-10-07 23:20:43.653083,161
30074,1717,2021-10-15 02:26:14.116124,174
30075,1717,2021-10-13 04:58:10.282543,172
30076,1717,2021-10-05 05:04:38.584053,105
30077,1717,2021-09-30 12:45:15.354797,113
30078,1717,2021-10-08 22:46:01.461273,129
30079,1717,2021-09-30 23:46:56.067980,70
30080,1717,2021-10-05 23:35:05.112814,141
30081,1718,2021-10-25 13:27:42.299454,119
30082,1718,2021-10-17 13:54:16.011649,168
30083,1718,2021-10-07 14:58:55.151485,125
30084,1718,2021-10-21 12:59:22.252881,65
30085,1718,2021-10-21 02:23:28.390802,159
30086,1718,2021-10-12 17:38:45.949239,156
30087,1718,2021-10-04 13:28:31.265848,106
30088,1718,2021-09-30 18:34:47.421226,139
30089,1718,2021-10-17 07:23:03.359924,169
30090,1718,2021-10-10 21:04:10.539216,108
30091,1718,2021-10-09 02:34:39.409677,113
30092,1719,2021-10-02 08:08:01.716529,160
30093,1719,2021-10-16 07:06:23.605846,130
30094,1719,2021-10-15 06:11:52.413571,135
30095,1719,2021-10-18 03:25:46.402112,114
30096,1719,2021-10-15 13:38:22.411296,89
30097,1719,2021-10-14 16:12:15.990802,96
30098,1719,2021-10-01 18:14:55.310683,178
30099,1719,2021-10-09 05:31:50.902308,121
30100,1719,2021-10-13 17:54:02.831351,116
30101,1719,2021-10-18 18:29:07.828636,129
30102,1719,2021-10-17 20:41:54.152320,171
30103,1719,2021-10-28 15:14:41.099199,155
30104,1719,2021-10-21 08:01:28.299313,135
30105,1719,2021-10-01 13:36:27.665140,130
30106,1719,2021-10-25 13:34:21.328929,154
30107,1719,2021-10-19 22:16:49.863118,99
30108,1719,2021-10-24 12:30:06.179249,135
30109,1719,2021-10-25 17:06:27.346508,86
30110,1719,2021-10-15 01:45:18.775844,125
30111,1719,2021-10-05 13:23:40.145281,138
30112,1719,2021-10-07 07:13:33.725514,144
30113,1719,2021-10-29 08:40:33.673634,126
30114,1719,2021-10-02 04:11:26.974599,136
30115,1720,2021-09-29 19:27:04.665643,111
30116,1720,2021-10-20 17:29:19.397609,196
30117,1720,2021-10-19 15:42:31.171463,151
30118,1720,2021-10-17 14:43:02.891417,148
30119,1720,2021-10-15 10:53:23.245004,123
30120,1720,2021-09-28 06:51:56.113531,147
30121,1720,2021-10-20 22:47:07.853405,123
30122,1720,2021-10-22 02:00:55.639137,106
30123,1720,2021-10-09 15:21:08.294552,120
30124,1720,2021-10-02 03:16:11.800676,198
30125,1720,2021-10-17 21:50:05.549816,134
30126,1720,2021-10-02 23:26:23.096499,90
30127,1720,2021-10-03 16:00:10.665545,68
30128,1720,2021-09-28 11:11:28.786294,189
30129,1721,2021-10-02 03:54:42.838017,127
30130,1721,2021-09-30 02:56:09.604370,128
30131,1721,2021-10-11 21:48:18.361087,117
30132,1721,2021-10-18 14:10:34.853446,171
30133,1721,2021-10-16 12:29:22.965635,154
30134,1721,2021-10-19 10:15:12.271408,119
30135,1721,2021-10-22 00:48:13.766897,74
30136,1721,2021-09-29 05:49:24.463135,87
30137,1721,2021-10-27 17:51:44.194746,160
30138,1721,2021-10-05 09:49:34.815844,114
30139,1721,2021-10-05 05:55:16.808741,142
30140,1721,2021-10-22 21:34:45.473604,159
30141,1721,2021-09-30 06:11:50.687433,71
30142,1721,2021-10-26 15:26:03.817011,141
30143,1721,2021-10-10 04:11:39.306809,137
30144,1722,2021-10-22 02:39:39.937550,129
30145,1722,2021-10-22 22:55:15.777582,153
30146,1722,2021-10-02 20:03:36.823784,237
30147,1722,2021-10-19 15:28:15.398544,160
30148,1722,2021-10-23 19:59:36.514800,158
30149,1722,2021-10-17 04:40:11.552532,131
30150,1722,2021-10-29 08:09:09.611247,78
30151,1722,2021-10-18 08:38:59.788589,133
30152,1722,2021-10-12 05:54:53.126653,132
30153,1723,2021-10-17 11:02:10.128311,134
30154,1723,2021-10-09 21:50:59.560220,160
30155,1723,2021-10-16 04:31:23.692122,134
30156,1723,2021-10-12 04:58:05.283914,138
30157,1723,2021-10-27 03:53:30.497201,152
30158,1723,2021-10-11 11:56:23.005436,73
30159,1723,2021-10-26 04:17:56.542111,135
30160,1723,2021-10-09 08:06:41.681555,131
30161,1723,2021-10-20 20:39:02.947531,139
30162,1723,2021-10-30 07:59:29.515649,131
30163,1723,2021-10-10 04:35:08.504215,162
30164,1723,2021-10-27 04:31:17.039741,104
30165,1723,2021-10-01 23:26:54.250511,98
30166,1723,2021-10-28 11:43:00.958987,117
30167,1723,2021-10-01 09:19:55.788811,114
30168,1724,2021-10-01 20:59:01.250906,135
30169,1724,2021-10-11 13:36:08.195998,162
30170,1724,2021-10-12 08:36:52.703978,129
30171,1724,2021-10-04 09:57:54.156392,179
30172,1724,2021-10-14 05:41:23.218754,107
30173,1724,2021-10-20 06:50:32.261817,87
30174,1724,2021-10-07 01:21:28.192692,182
30175,1724,2021-10-24 07:28:28.915670,124
30176,1724,2021-10-07 04:05:55.752509,108
30177,1724,2021-10-11 15:17:19.746806,142
30178,1724,2021-10-19 14:20:33.329000,158
30179,1724,2021-10-21 04:30:40.285969,119
30180,1724,2021-10-25 11:25:02.071931,146
30181,1724,2021-10-03 05:55:16.847648,109
30182,1724,2021-10-12 22:57:05.653018,104
30183,1724,2021-10-09 22:34:05.795712,162
30184,1724,2021-10-25 18:34:52.843722,130
30185,1724,2021-10-15 14:14:01.289991,105
30186,1724,2021-10-04 00:59:36.755969,144
30187,1724,2021-10-07 15:58:46.713624,200
30188,1724,2021-10-28 16:18:01.154069,125
30189,1724,2021-10-29 11:45:49.935054,80
30190,1724,2021-10-21 15:38:57.516048,95
30191,1724,2021-10-17 19:12:39.900533,88
30192,1724,2021-10-09 21:38:22.704096,184
30193,1724,2021-10-02 16:06:21.025613,156
30194,1724,2021-10-03 13:51:03.817238,132
30195,1724,2021-10-25 03:36:05.322268,128
30196,1725,2021-10-06 21:02:08.556562,106
30197,1725,2021-10-05 05:49:09.299744,141
30198,1725,2021-10-24 00:49:09.212427,131
30199,1725,2021-10-12 21:06:07.745786,179
30200,1725,2021-10-25 08:49:19.884847,103
30201,1725,2021-10-04 06:15:14.845644,110
30202,1725,2021-10-17 09:18:28.844859,162
30203,1725,2021-10-19 22:48:53.420697,175
30204,1725,2021-10-10 21:40:59.488947,104
30205,1725,2021-10-12 21:53:32.073120,141
30206,1725,2021-10-01 17:21:06.743525,147
30207,1725,2021-10-16 13:46:54.117333,175
30208,1725,2021-10-20 01:20:36.822779,154
30209,1725,2021-10-07 00:17:28.845635,126
30210,1725,2021-10-21 15:36:50.916029,160
30211,1725,2021-10-02 17:35:34.068502,182
30212,1725,2021-10-02 10:31:23.765922,149
30213,1726,2021-10-18 05:43:00.166052,130
30214,1726,2021-10-01 22:55:11.999911,168
30215,1726,2021-10-03 01:55:29.597758,197
30216,1726,2021-10-07 09:02:36.296551,162
30217,1726,2021-10-19 16:27:38.310714,138
30218,1726,2021-10-11 09:54:24.268754,153
30219,1726,2021-10-28 06:27:33.146845,150
30220,1726,2021-10-24 19:38:32.837114,164
30221,1726,2021-10-19 06:55:50.232484,122
30222,1726,2021-10-27 04:40:46.715784,89
30223,1726,2021-10-03 00:53:25.327962,187
30224,1726,2021-10-24 00:23:31.544730,150
30225,1726,2021-10-25 18:54:18.518986,154
30226,1726,2021-10-01 02:06:37.141864,158
30227,1726,2021-10-13 09:20:28.106170,154
30228,1726,2021-10-04 07:50:02.706107,151
30229,1726,2021-10-16 12:40:16.660304,151
30230,1726,2021-10-21 20:25:14.453483,119
30231,1726,2021-10-16 22:06:48.817736,134
30232,1726,2021-10-13 15:54:11.854882,126
30233,1726,2021-10-14 03:00:59.379043,165
30234,1726,2021-10-23 09:38:14.776386,100
30235,1726,2021-10-14 01:34:51.946071,175
30236,1726,2021-10-11 18:49:36.423204,191
30237,1726,2021-10-21 17:56:00.581944,142
30238,1726,2021-10-18 14:48:13.610051,173
30239,1726,2021-10-23 21:31:24.897884,114
30240,1727,2021-10-27 21:30:27.279397,139
30241,1727,2021-10-20 16:42:05.206532,181
30242,1727,2021-10-18 00:52:50.419037,144
30243,1727,2021-10-11 18:47:43.581261,158
30244,1727,2021-10-04 16:52:23.490243,104
30245,1728,2021-10-04 03:55:47.402927,113
30246,1728,2021-10-26 13:20:50.103756,169
30247,1728,2021-10-14 07:42:51.062419,115
30248,1728,2021-10-28 03:22:24.623706,110
30249,1728,2021-10-22 04:27:20.521465,141
30250,1728,2021-10-02 08:12:36.790769,143
30251,1728,2021-09-30 05:50:35.600751,181
30252,1728,2021-10-06 11:11:57.459998,166
30253,1728,2021-10-23 03:51:20.726456,177
30254,1728,2021-10-26 00:07:41.587536,108
30255,1728,2021-10-06 03:39:06.066704,100
30256,1729,2021-10-21 08:26:25.840930,170
30257,1729,2021-10-09 08:27:06.361604,168
30258,1729,2021-10-02 03:21:28.397835,107
30259,1729,2021-09-30 02:44:17.894246,136
30260,1729,2021-09-30 18:41:38.709962,143
30261,1730,2021-10-09 14:42:30.621203,148
30262,1730,2021-10-16 11:21:54.438546,125
30263,1730,2021-10-21 22:28:03.103560,116
30264,1730,2021-10-24 19:17:16.376735,125
30265,1730,2021-09-29 06:15:51.246542,127
30266,1730,2021-10-07 02:31:32.665324,185
30267,1730,2021-10-16 09:16:53.595580,128
30268,1731,2021-10-16 10:57:48.366280,208
30269,1731,2021-10-12 04:39:46.829707,104
30270,1731,2021-09-29 13:22:51.611535,125
30271,1731,2021-10-06 02:34:50.129069,155
30272,1731,2021-10-21 12:22:51.587809,138
30273,1731,2021-10-18 05:42:23.681620,150
30274,1731,2021-10-19 12:27:55.468615,106
30275,1731,2021-10-16 13:05:45.217654,126
30276,1731,2021-09-30 08:30:01.732610,86
30277,1731,2021-09-27 12:41:01.907974,148
30278,1731,2021-09-28 20:57:35.292258,60
30279,1731,2021-10-09 05:51:26.915395,75
30280,1731,2021-10-03 10:24:08.285422,134
30281,1731,2021-10-08 18:50:32.896200,122
30282,1731,2021-09-30 08:04:40.708342,178
30283,1731,2021-10-06 07:02:57.402878,163
30284,1731,2021-10-24 05:49:48.153613,176
30285,1732,2021-10-16 09:02:12.383063,122
30286,1732,2021-10-10 11:55:32.934347,207
30287,1732,2021-10-02 05:51:00.666434,193
30288,1732,2021-10-11 04:40:54.878742,142
30289,1732,2021-10-11 05:56:49.345072,106
30290,1732,2021-09-29 22:52:55.671451,187
30291,1732,2021-10-24 11:31:42.901863,134
30292,1732,2021-10-11 07:27:55.883722,86
30293,1732,2021-10-09 00:08:33.294766,138
30294,1732,2021-10-09 10:40:33.659027,116
30295,1732,2021-10-04 12:36:16.741842,140
30296,1732,2021-10-04 21:19:47.610725,148
30297,1732,2021-10-11 00:30:21.815140,132
30298,1732,2021-09-30 21:34:24.557725,184
30299,1732,2021-10-21 13:38:21.256412,119
30300,1732,2021-10-21 03:01:36.973466,207
30301,1732,2021-10-04 05:03:20.655765,104
30302,1732,2021-10-18 22:05:07.728465,196
30303,1732,2021-10-14 09:36:37.920439,119
30304,1732,2021-10-05 10:43:32.738752,122
30305,1732,2021-10-20 02:37:03.076916,116
30306,1733,2021-10-16 18:50:00.274310,77
30307,1733,2021-09-30 20:25:41.745454,91
30308,1733,2021-10-09 23:22:43.812923,157
30309,1733,2021-10-05 13:46:25.641779,113
30310,1733,2021-10-04 07:47:49.007072,84
30311,1733,2021-10-15 04:34:17.419141,120
30312,1733,2021-10-26 08:57:08.812464,113
30313,1733,2021-10-25 21:18:58.165358,153
30314,1733,2021-10-23 09:15:34.778612,164
30315,1733,2021-10-11 16:40:51.444039,151
30316,1733,2021-10-04 02:19:32.865480,120
30317,1733,2021-10-15 21:21:09.819358,164
30318,1733,2021-10-13 12:19:16.878025,115
30319,1733,2021-10-21 07:57:29.107630,88
30320,1733,2021-10-23 08:53:54.798334,103
30321,1733,2021-10-18 20:01:59.406204,143
30322,1733,2021-10-17 03:40:47.590276,192
30323,1733,2021-10-10 03:24:40.059251,203
30324,1733,2021-10-23 09:14:12.378757,217
30325,1733,2021-10-01 16:27:47.832700,116
30326,1733,2021-10-16 11:47:26.379100,118
30327,1733,2021-10-04 05:39:13.497440,84
30328,1733,2021-10-04 10:19:10.121824,123
30329,1733,2021-10-29 04:19:01.026768,154
30330,1733,2021-10-13 00:32:27.051963,190
30331,1733,2021-09-30 01:29:15.463621,69
30332,1733,2021-10-15 11:47:54.587418,134
30333,1733,2021-10-10 14:31:21.568783,126
30334,1733,2021-10-02 09:37:51.277315,84
30335,1734,2021-10-13 15:31:43.784739,161
30336,1734,2021-10-06 12:04:08.556525,183
30337,1734,2021-10-07 03:43:26.210000,154
30338,1734,2021-10-09 06:55:06.649528,162
30339,1734,2021-10-08 18:25:28.522314,50
30340,1734,2021-10-16 21:12:20.024044,182
30341,1734,2021-10-05 01:46:13.673440,117
30342,1734,2021-10-14 15:37:04.272091,113
30343,1734,2021-10-05 02:08:57.428615,154
30344,1734,2021-10-04 22:13:47.671271,116
30345,1734,2021-10-05 04:20:55.162943,146
30346,1734,2021-10-07 02:40:53.797731,128
30347,1734,2021-10-10 02:04:16.803155,147
30348,1734,2021-10-10 09:57:43.830066,170
30349,1734,2021-10-02 22:53:13.311437,93
30350,1734,2021-10-12 10:52:33.298860,154
30351,1734,2021-10-17 09:23:09.009527,90
30352,1734,2021-10-06 01:48:57.396316,152
30353,1734,2021-10-28 21:30:12.121522,184
30354,1734,2021-10-19 02:14:00.545211,161
30355,1734,2021-10-13 11:26:53.569334,144
30356,1734,2021-10-01 11:10:02.638158,181
