student_id,學科背景,學習目標,性別,年紀,居住地區,學過幾種程式語言,學過哪些程式語言
839,理論科學,Tourist,女,26 - 30歲,北部,1,python
840,工程科學,Career Switcher,女,20 歲以下,南部,4,"python、javascript ,html、css"
841,理論科學,Career Switcher,男,31 - 35歲,北部,3,html、javascript、css
842,工程科學,Career Switcher,女,31 - 35歲,北部,1,python
843,工程科學,Tourist,男,31 - 35歲,北部,1,javascript
844,工程科學,Tourist,不提供,31 - 35歲,中部,0,無
845,商,Tourist,男,26 - 30歲,南部,0,無
846,商,Tourist,男,20 - 25歲,中部,0,沒有學過
847,工程科學,Career Switcher,女,26 - 30歲,中部,4,"html、javascript ,python、css"
848,商,Tourist,女,20 - 25歲,南部,1,css
849,工程科學,Tourist,男,36 - 40歲,南部,0,沒有
850,理論科學,Career Switcher,男,26 - 30歲,南部,2,javascript、css
851,理論科學,Learner,男,26 - 30歲,中部,0,沒有
852,理論科學,Tourist,女,20 - 25歲,南部,1,javascript
853,商,Career Switcher,女,26 - 30歲,北部,0,無
854,理論科學,Career Switcher,男,20 - 25歲,北部,2,python、javascript
855,資訊科學（資工、資管等等）,Career Switcher,女,20 - 25歲,中部,4,"html、javascript ,python、css"
856,其他,Career Switcher,男,26 - 30歲,中部,4,"html、javascript ,python、css"
857,資訊科學（資工、資管等等）,Learner,男,31 - 35歲,南部,2,html、css
858,理論科學,Learner,男,26 - 30歲,東部,1,python
859,理論科學,Learner,女,40歲以上,中部,1,css
860,工程科學,Career Switcher,女,31 - 35歲,東部,4,"python、javascript ,html、css"
861,工程科學,Career Switcher,女,20 - 25歲,北部,2,python、javascript
862,其他,Tourist,男,20 歲以下,中部,0,沒有學過
863,其他,Career Switcher,女,26 - 30歲,中部,2,html、css
864,理論科學,Career Switcher,男,31 - 35歲,北部,3,html、javascript、python
865,商,Tourist,女,31 - 35歲,中部,3,html、javascript、css
866,商,Learner,男,31 - 35歲,北部,0,無
867,商,Career Switcher,女,31 - 35歲,南部,2,python、javascript
868,資訊科學（資工、資管等等）,Tourist,男,20 - 25歲,東部,2,javascript、css
869,文,Career Switcher,女,26 - 30歲,北部,1,css
870,工程科學,Career Switcher,女,20 - 25歲,南部,1,python
871,商,Career Switcher,男,31 - 35歲,中部,0,沒有學過
872,工程科學,Career Switcher,男,31 - 35歲,中部,3,html、javascript、css
873,商,Career Switcher,不提供,31 - 35歲,南部,3,html、javascript、css
874,理論科學,Career Switcher,女,20 - 25歲,南部,3,html、javascript、css
875,工程科學,Learner,女,26 - 30歲,中部,0,沒有
876,文,Tourist,男,26 - 30歲,北部,0,沒有學過
877,工程科學,Learner,女,20 歲以下,南部,0,無
878,商,Tourist,男,40歲以上,北部,0,沒有學過
879,資訊科學（資工、資管等等）,Career Switcher,不提供,20 - 25歲,北部,4,"python、javascript ,html、css"
880,工程科學,Career Switcher,女,26 - 30歲,北部,3,html、javascript、css
881,工程科學,Career Switcher,男,31 - 35歲,東部,3,html、javascript、css
882,工程科學,Learner,男,31 - 35歲,中部,0,沒有學過
883,文,Learner,男,31 - 35歲,北部,1,css
884,理論科學,Learner,女,26 - 30歲,北部,0,無
885,工程科學,Career Switcher,男,40歲以上,北部,1,html
886,文,Tourist,女,40歲以上,北部,0,無
887,其他,Learner,女,40歲以上,北部,0,沒有學過
888,工程科學,Career Switcher,男,31 - 35歲,南部,3,html、javascript、css
889,工程科學,Career Switcher,男,31 - 35歲,東部,0,無
890,理論科學,Career Switcher,女,40歲以上,南部,4,"html、javascript ,python、css"
891,文,Tourist,男,20 - 25歲,北部,0,沒有學過
892,資訊科學（資工、資管等等）,Career Switcher,男,20 - 25歲,東部,4,"python、javascript ,html、css"
893,工程科學,Tourist,男,26 - 30歲,中部,0,無
894,文,Tourist,不提供,20 - 25歲,北部,0,無
895,工程科學,Career Switcher,女,31 - 35歲,東部,0,沒有
896,理論科學,Career Switcher,女,31 - 35歲,北部,0,無
897,資訊科學（資工、資管等等）,Career Switcher,女,31 - 35歲,南部,2,python、javascript
898,理論科學,Tourist,男,26 - 30歲,南部,0,沒有
899,資訊科學（資工、資管等等）,Career Switcher,女,20 - 25歲,南部,2,html、css
900,理論科學,Tourist,女,20 - 25歲,中部,0,無
901,其他,Career Switcher,男,20 - 25歲,中部,2,javascript、html
902,理論科學,Tourist,女,40歲以上,中部,2,python、javascript
903,商,Career Switcher,女,20 歲以下,北部,0,無
904,理論科學,Tourist,男,31 - 35歲,北部,0,沒有
905,理論科學,Career Switcher,男,26 - 30歲,北部,1,javascript
906,工程科學,Career Switcher,女,26 - 30歲,東部,2,python、javascript
907,工程科學,Career Switcher,男,20 歲以下,東部,2,javascript、css
908,文,Tourist,不提供,20 - 25歲,中部,1,css
909,理論科學,Tourist,女,20 - 25歲,南部,1,css
910,商,Learner,女,26 - 30歲,中部,0,無
911,資訊科學（資工、資管等等）,Learner,男,31 - 35歲,南部,0,無
912,工程科學,Tourist,女,20 - 25歲,中部,1,html
913,工程科學,Learner,男,20 - 25歲,東部,2,javascript、css
914,資訊科學（資工、資管等等）,Learner,男,20 - 25歲,南部,2,javascript、css
915,其他,Career Switcher,女,26 - 30歲,南部,1,javascript
916,資訊科學（資工、資管等等）,Career Switcher,女,20 - 25歲,東部,2,python、javascript
917,理論科學,Learner,男,20 - 25歲,中部,2,python、javascript
918,工程科學,Career Switcher,男,20 歲以下,北部,3,html、javascript、python
919,資訊科學（資工、資管等等）,Tourist,女,26 - 30歲,南部,1,css
920,工程科學,Tourist,女,26 - 30歲,北部,0,無
921,文,Learner,女,20 歲以下,中部,0,沒有學過
922,文,Tourist,男,20 - 25歲,東部,0,沒有
923,工程科學,Career Switcher,女,20 - 25歲,北部,5,python、javascript、html、css、c++
924,工程科學,Career Switcher,男,31 - 35歲,中部,2,javascript、css
925,理論科學,Career Switcher,男,36 - 40歲,東部,2,javascript、css
926,文,Career Switcher,女,20 歲以下,北部,3,html、javascript、python
927,商,Tourist,女,20 - 25歲,東部,1,css
928,商,Tourist,男,26 - 30歲,東部,1,html
929,商,Career Switcher,女,20 - 25歲,北部,1,html
930,理論科學,Career Switcher,女,20 - 25歲,北部,3,html、javascript、css
931,商,Learner,不提供,31 - 35歲,中部,1,html
932,商,Career Switcher,女,20 - 25歲,東部,1,javascript
933,資訊科學（資工、資管等等）,Tourist,男,20 - 25歲,中部,0,無
934,資訊科學（資工、資管等等）,Tourist,女,31 - 35歲,東部,2,python、javascript
935,理論科學,Career Switcher,男,20 - 25歲,中部,2,python、javascript
936,文,Career Switcher,女,26 - 30歲,南部,1,javascript
937,商,Tourist,女,26 - 30歲,東部,1,html
938,工程科學,Learner,男,36 - 40歲,東部,0,沒有
939,商,Career Switcher,女,31 - 35歲,東部,3,html、javascript、python
940,其他,Tourist,女,31 - 35歲,中部,2,javascript、css
941,工程科學,Learner,女,31 - 35歲,北部,3,html、javascript、python
942,商,Learner,男,20 - 25歲,北部,1,python
943,商,Career Switcher,男,20 歲以下,北部,1,python
944,工程科學,Tourist,女,36 - 40歲,東部,2,python、javascript
945,理論科學,Tourist,男,20 - 25歲,北部,2,python、javascript
946,理論科學,Learner,男,31 - 35歲,中部,1,html
947,其他,Tourist,女,26 - 30歲,南部,0,無
948,資訊科學（資工、資管等等）,Learner,男,40歲以上,其他,1,javascript
949,商,Career Switcher,男,26 - 30歲,東部,4,html、css、javascript、python
950,工程科學,Career Switcher,不提供,20 - 25歲,北部,4,"python、javascript ,html、css"
951,工程科學,Career Switcher,女,26 - 30歲,南部,3,html、javascript、css
952,工程科學,Career Switcher,女,20 - 25歲,中部,2,javascript、css
953,資訊科學（資工、資管等等）,Tourist,女,26 - 30歲,東部,2,python、javascript
954,資訊科學（資工、資管等等）,Learner,男,36 - 40歲,中部,2,python、javascript
955,工程科學,Career Switcher,男,40歲以上,南部,1,javascript
956,其他,Tourist,女,20 歲以下,北部,0,無
957,文,Tourist,女,31 - 35歲,中部,1,html
958,工程科學,Learner,男,20 - 25歲,東部,1,html
959,理論科學,Tourist,女,26 - 30歲,南部,0,沒有學過
960,文,Tourist,男,26 - 30歲,其他,0,沒有
961,工程科學,Career Switcher,男,26 - 30歲,南部,1,javascript
962,工程科學,Career Switcher,女,26 - 30歲,中部,4,"python、javascript ,html、css"
963,其他,Career Switcher,男,31 - 35歲,中部,1,html
964,文,Career Switcher,男,26 - 30歲,北部,0,無
965,文,Career Switcher,男,20 - 25歲,中部,1,html
966,理論科學,Career Switcher,男,20 歲以下,北部,1,css
967,其他,Tourist,男,31 - 35歲,東部,1,javascript
968,其他,Tourist,女,20 - 25歲,南部,1,html
969,理論科學,Career Switcher,女,20 - 25歲,北部,2,javascript、html
970,理論科學,Tourist,女,26 - 30歲,東部,0,無
971,商,Career Switcher,女,26 - 30歲,東部,2,python、javascript
972,文,Tourist,女,31 - 35歲,北部,1,javascript
973,商,Tourist,男,36 - 40歲,北部,0,無
974,文,Tourist,男,31 - 35歲,南部,0,無
975,商,Career Switcher,女,26 - 30歲,北部,4,"html、javascript ,python、css"
976,理論科學,Career Switcher,女,20 - 25歲,中部,4,"python、javascript ,html、css"
977,資訊科學（資工、資管等等）,Career Switcher,男,20 - 25歲,中部,2,javascript、css
978,理論科學,Tourist,女,26 - 30歲,中部,2,python、javascript
979,商,Learner,男,40歲以上,中部,0,沒有學過
980,工程科學,Career Switcher,女,20 歲以下,北部,3,html、javascript、css
981,資訊科學（資工、資管等等）,Tourist,男,20 - 25歲,東部,1,html
982,商,Career Switcher,男,26 - 30歲,北部,0,無
983,商,Career Switcher,女,20 - 25歲,中部,2,javascript、css
984,其他,Tourist,女,26 - 30歲,南部,0,沒有
985,其他,Learner,男,40歲以上,南部,1,python
986,商,Tourist,女,40歲以上,北部,0,無
987,文,Tourist,男,26 - 30歲,中部,1,html
988,其他,Learner,女,26 - 30歲,北部,3,html、javascript、css
989,理論科學,Career Switcher,女,20 歲以下,中部,1,html
990,工程科學,Career Switcher,男,26 - 30歲,中部,1,html
991,工程科學,Career Switcher,男,36 - 40歲,東部,3,html、javascript、python
992,商,Career Switcher,女,26 - 30歲,中部,3,html、javascript、python
993,工程科學,Career Switcher,不提供,36 - 40歲,北部,4,"html、javascript ,python、css"
994,理論科學,Career Switcher,男,20 歲以下,中部,1,javascript
995,理論科學,Career Switcher,男,20 歲以下,中部,3,html、javascript、css
996,資訊科學（資工、資管等等）,Career Switcher,女,26 - 30歲,南部,1,javascript
997,工程科學,Career Switcher,女,31 - 35歲,東部,0,沒有學過
998,工程科學,Career Switcher,男,20 歲以下,東部,1,javascript
999,理論科學,Learner,女,26 - 30歲,南部,4,"html、javascript ,python、css"
1000,工程科學,Career Switcher,女,20 - 25歲,北部,1,html
1001,工程科學,Career Switcher,女,31 - 35歲,東部,4,"python、javascript ,html、css"
1002,商,Career Switcher,男,20 - 25歲,中部,2,javascript、html
1003,文,Tourist,男,20 - 25歲,東部,1,python
1004,文,Tourist,女,20 - 25歲,北部,0,沒有
1005,資訊科學（資工、資管等等）,Career Switcher,女,20 歲以下,南部,4,html、css、javascript、python
1006,資訊科學（資工、資管等等）,Career Switcher,男,26 - 30歲,中部,2,python、javascript
1007,其他,Learner,女,20 歲以下,南部,0,無
1008,理論科學,Tourist,女,20 - 25歲,其他,0,沒有
1009,理論科學,Learner,女,20 歲以下,南部,2,python、javascript
1010,商,Career Switcher,男,20 - 25歲,南部,1,python
1011,商,Career Switcher,女,20 - 25歲,中部,1,css
1012,文,Tourist,女,26 - 30歲,中部,0,無
1013,商,Learner,男,20 - 25歲,中部,1,html
1014,商,Career Switcher,女,20 - 25歲,北部,2,javascript、css
1015,商,Tourist,男,31 - 35歲,東部,1,javascript
1016,理論科學,Career Switcher,女,26 - 30歲,中部,1,python
1017,資訊科學（資工、資管等等）,Career Switcher,男,31 - 35歲,南部,3,html、javascript、css
1018,商,Career Switcher,男,31 - 35歲,東部,0,無
1019,工程科學,Career Switcher,男,20 - 25歲,南部,4,"python、javascript ,html、css"
1020,理論科學,Tourist,男,31 - 35歲,南部,2,javascript、css
1021,文,Career Switcher,女,26 - 30歲,南部,0,無
1022,文,Tourist,男,31 - 35歲,東部,1,css
1023,理論科學,Tourist,女,20 - 25歲,南部,3,html、javascript、css
1024,資訊科學（資工、資管等等）,Career Switcher,男,26 - 30歲,北部,2,javascript、css
1025,資訊科學（資工、資管等等）,Career Switcher,男,26 - 30歲,北部,2,html、css
1026,理論科學,Career Switcher,女,31 - 35歲,北部,3,html、javascript、css
1027,工程科學,Career Switcher,男,40歲以上,南部,1,css
1028,其他,Career Switcher,男,26 - 30歲,東部,0,沒有學過
1029,工程科學,Learner,男,20 - 25歲,北部,0,沒有學過
1030,工程科學,Learner,女,31 - 35歲,東部,3,html、javascript、css
1031,工程科學,Tourist,男,40歲以上,中部,2,javascript、css
1032,理論科學,Career Switcher,女,26 - 30歲,東部,3,html、javascript、css
1033,商,Tourist,男,26 - 30歲,東部,1,python
1034,其他,Learner,男,31 - 35歲,北部,1,css
1035,工程科學,Career Switcher,男,26 - 30歲,北部,2,javascript、css
1036,商,Tourist,男,20 - 25歲,南部,1,html
1037,理論科學,Tourist,男,26 - 30歲,中部,1,css
1038,工程科學,Learner,不提供,20 - 25歲,東部,1,javascript
1039,工程科學,Tourist,男,26 - 30歲,南部,2,javascript、css
1040,資訊科學（資工、資管等等）,Learner,不提供,36 - 40歲,北部,1,python
1041,工程科學,Career Switcher,女,20 - 25歲,南部,3,html、javascript、python
1042,文,Career Switcher,男,20 - 25歲,北部,2,javascript、css
1043,工程科學,Learner,女,20 - 25歲,中部,0,沒有學過
1044,資訊科學（資工、資管等等）,Career Switcher,女,26 - 30歲,東部,0,沒有學過
1045,文,Learner,男,26 - 30歲,南部,0,沒有學過
1046,資訊科學（資工、資管等等）,Career Switcher,女,20 - 25歲,北部,4,"python、javascript ,html、css"
1047,其他,Career Switcher,男,36 - 40歲,東部,3,html、javascript、css
1048,工程科學,Learner,女,26 - 30歲,南部,2,html、css
1049,資訊科學（資工、資管等等）,Tourist,不提供,40歲以上,北部,3,html、javascript、css
1050,資訊科學（資工、資管等等）,Career Switcher,不提供,20 - 25歲,南部,3,html、javascript、css
1051,商,Career Switcher,女,36 - 40歲,北部,3,html、javascript、css
1052,理論科學,Career Switcher,女,20 - 25歲,東部,3,html、javascript、css
1053,資訊科學（資工、資管等等）,Learner,女,20 - 25歲,南部,0,沒有
1054,工程科學,Career Switcher,男,20 - 25歲,東部,1,css
1055,商,Tourist,女,26 - 30歲,南部,0,無
1056,理論科學,Career Switcher,男,20 - 25歲,中部,3,html、javascript、css
1057,工程科學,Tourist,女,20 - 25歲,中部,1,python
1058,資訊科學（資工、資管等等）,Tourist,男,26 - 30歲,東部,2,html、css
1059,商,Career Switcher,女,20 歲以下,東部,4,"python、javascript ,html、css"
1060,工程科學,Career Switcher,女,20 - 25歲,東部,2,html、css
1061,理論科學,Career Switcher,女,40歲以上,東部,2,python、javascript
1062,工程科學,Career Switcher,男,26 - 30歲,東部,2,javascript、css
1063,其他,Learner,女,26 - 30歲,東部,0,無
1064,工程科學,Career Switcher,女,20 - 25歲,東部,3,html、javascript、css
1065,理論科學,Learner,女,20 - 25歲,北部,4,"python、javascript ,html、css"
1066,工程科學,Career Switcher,男,26 - 30歲,南部,4,html、css、javascript、python
1067,理論科學,Tourist,女,20 - 25歲,東部,2,javascript、css
1068,工程科學,Tourist,女,20 - 25歲,北部,1,python
1069,商,Career Switcher,女,26 - 30歲,南部,3,html、javascript、python
1070,文,Learner,男,31 - 35歲,中部,1,python
1071,理論科學,Career Switcher,女,26 - 30歲,南部,2,python、javascript
1072,理論科學,Career Switcher,男,31 - 35歲,南部,2,python、javascript
1073,工程科學,Career Switcher,女,20 歲以下,中部,1,css
1074,其他,Tourist,男,20 - 25歲,中部,0,沒有
1075,理論科學,Career Switcher,女,26 - 30歲,南部,2,html、css
1076,工程科學,Career Switcher,男,26 - 30歲,北部,2,html、css
1077,工程科學,Tourist,男,20 - 25歲,南部,1,html
1078,商,Tourist,不提供,31 - 35歲,東部,0,無
1079,理論科學,Tourist,男,36 - 40歲,南部,2,python、javascript
1080,商,Tourist,男,31 - 35歲,東部,0,無
1081,文,Career Switcher,男,20 歲以下,東部,0,無
1082,理論科學,Career Switcher,男,26 - 30歲,東部,1,javascript
1083,工程科學,Tourist,男,31 - 35歲,中部,0,沒有
1084,文,Career Switcher,女,20 - 25歲,中部,0,無
1085,工程科學,Career Switcher,男,26 - 30歲,北部,3,html、javascript、css
1086,理論科學,Career Switcher,男,31 - 35歲,南部,3,html、javascript、css
1087,商,Learner,男,20 歲以下,中部,2,html、css
1088,工程科學,Tourist,女,20 歲以下,南部,3,html、javascript、css
1089,資訊科學（資工、資管等等）,Learner,女,20 - 25歲,中部,1,javascript
1090,商,Career Switcher,女,20 歲以下,中部,2,javascript、html
1091,理論科學,Tourist,女,31 - 35歲,南部,0,沒有
1092,其他,Career Switcher,女,26 - 30歲,東部,2,html、css
1093,其他,Career Switcher,男,26 - 30歲,中部,0,沒有
1094,資訊科學（資工、資管等等）,Career Switcher,男,20 - 25歲,北部,2,javascript、css
1095,理論科學,Tourist,男,36 - 40歲,中部,2,python、javascript
1096,工程科學,Tourist,男,20 - 25歲,南部,2,javascript、css
1097,文,Learner,男,26 - 30歲,中部,1,html
1098,商,Career Switcher,男,20 歲以下,北部,0,沒有學過
1099,其他,Career Switcher,男,31 - 35歲,東部,3,html、javascript、css
1100,工程科學,Learner,男,20 - 25歲,中部,2,javascript、css
1101,其他,Tourist,女,26 - 30歲,中部,1,python
1102,商,Career Switcher,女,20 - 25歲,北部,2,javascript、html
1103,文,Tourist,男,20 歲以下,東部,0,無
1104,工程科學,Learner,男,20 歲以下,南部,0,沒有
1105,商,Career Switcher,女,26 - 30歲,南部,0,沒有學過
1106,資訊科學（資工、資管等等）,Career Switcher,男,26 - 30歲,中部,0,無
1107,資訊科學（資工、資管等等）,Tourist,男,31 - 35歲,東部,0,沒有
1108,其他,Learner,男,26 - 30歲,北部,0,無
1109,資訊科學（資工、資管等等）,Career Switcher,女,26 - 30歲,東部,2,python、javascript
1110,工程科學,Career Switcher,女,20 - 25歲,中部,4,"html、javascript ,python、css"
1111,資訊科學（資工、資管等等）,Learner,男,20 - 25歲,南部,2,javascript、html
1112,理論科學,Learner,女,31 - 35歲,東部,1,html
1113,工程科學,Learner,男,36 - 40歲,北部,1,css
1114,理論科學,Career Switcher,男,31 - 35歲,北部,2,javascript、css
1115,理論科學,Learner,女,31 - 35歲,北部,1,html
1116,理論科學,Career Switcher,男,40歲以上,東部,1,javascript
1117,工程科學,Career Switcher,男,26 - 30歲,北部,4,"python、javascript ,html、css"
1118,文,Tourist,女,26 - 30歲,北部,1,python
1119,商,Learner,男,26 - 30歲,北部,2,html、css
1120,工程科學,Learner,女,31 - 35歲,北部,2,python、javascript
1121,工程科學,Tourist,女,20 - 25歲,南部,2,javascript、html
1122,文,Learner,男,20 - 25歲,東部,0,無
1123,文,Career Switcher,不提供,26 - 30歲,中部,2,javascript、css
1124,其他,Tourist,男,26 - 30歲,東部,4,"html、javascript ,python、css"
1125,商,Career Switcher,女,20 - 25歲,北部,2,javascript、css
1126,商,Tourist,女,20 - 25歲,東部,2,javascript、css
1127,工程科學,Tourist,男,20 - 25歲,南部,0,沒有學過
1128,理論科學,Tourist,女,26 - 30歲,北部,0,無
1129,資訊科學（資工、資管等等）,Career Switcher,女,31 - 35歲,中部,3,html、javascript、css
1130,工程科學,Career Switcher,女,20 - 25歲,南部,2,javascript、html
1131,理論科學,Learner,男,20 - 25歲,中部,3,html、javascript、css
1132,其他,Tourist,女,26 - 30歲,中部,0,無
1133,理論科學,Learner,女,26 - 30歲,北部,1,html
1134,文,Career Switcher,男,26 - 30歲,中部,1,javascript
1135,文,Career Switcher,女,20 - 25歲,北部,2,javascript、html
1136,商,Tourist,男,26 - 30歲,北部,1,python
1137,工程科學,Tourist,女,20 - 25歲,東部,1,css
1138,工程科學,Tourist,不提供,26 - 30歲,北部,1,html
1139,商,Tourist,女,26 - 30歲,中部,1,javascript
1140,理論科學,Career Switcher,女,20 - 25歲,北部,1,html
1141,資訊科學（資工、資管等等）,Career Switcher,女,20 歲以下,中部,0,沒有
1142,其他,Career Switcher,女,20 - 25歲,北部,0,沒有學過
1143,工程科學,Tourist,男,31 - 35歲,東部,1,css
1144,資訊科學（資工、資管等等）,Learner,男,20 - 25歲,北部,2,javascript、html
1145,理論科學,Learner,女,31 - 35歲,東部,0,無
1146,工程科學,Career Switcher,男,31 - 35歲,東部,2,javascript、html
1147,商,Learner,女,26 - 30歲,東部,1,python
1148,文,Tourist,男,26 - 30歲,南部,2,javascript、html
1149,工程科學,Career Switcher,不提供,31 - 35歲,東部,0,沒有學過
1150,工程科學,Learner,男,31 - 35歲,南部,2,html、css
1151,商,Learner,女,20 - 25歲,東部,5,python、javascript、html、css、c++
1152,商,Learner,女,20 - 25歲,中部,0,無
1153,工程科學,Career Switcher,男,20 歲以下,中部,3,html、javascript、css
1154,商,Career Switcher,男,26 - 30歲,南部,1,javascript
1155,理論科學,Career Switcher,女,26 - 30歲,北部,1,css
1156,工程科學,Career Switcher,女,20 - 25歲,南部,4,"html、javascript ,python、css"
1157,其他,Tourist,男,31 - 35歲,北部,1,html
1158,理論科學,Learner,男,40歲以上,中部,4,html、css、javascript、python
1159,工程科學,Career Switcher,女,26 - 30歲,北部,3,html、javascript、css
1160,文,Career Switcher,不提供,26 - 30歲,南部,0,沒有學過
1161,商,Tourist,男,20 - 25歲,東部,0,無
1162,文,Learner,男,36 - 40歲,南部,0,無
1163,工程科學,Career Switcher,女,26 - 30歲,中部,1,html
1164,工程科學,Career Switcher,女,26 - 30歲,東部,2,javascript、css
1165,理論科學,Career Switcher,男,20 - 25歲,中部,3,html、javascript、python
1166,商,Learner,男,20 - 25歲,北部,1,javascript
1167,理論科學,Career Switcher,男,20 - 25歲,南部,2,python、javascript
1168,資訊科學（資工、資管等等）,Tourist,女,20 - 25歲,北部,0,沒有學過
1169,理論科學,Career Switcher,男,20 - 25歲,北部,3,html、javascript、css
1170,理論科學,Career Switcher,男,20 - 25歲,南部,3,html、javascript、css
1171,工程科學,Learner,女,20 - 25歲,中部,1,html
1172,商,Learner,女,26 - 30歲,中部,1,html
1173,資訊科學（資工、資管等等）,Career Switcher,女,31 - 35歲,東部,1,html
1174,工程科學,Career Switcher,男,26 - 30歲,北部,2,python、javascript
1175,工程科學,Career Switcher,男,20 - 25歲,東部,3,html、javascript、css
1176,文,Tourist,女,20 - 25歲,北部,1,css
1177,資訊科學（資工、資管等等）,Career Switcher,女,26 - 30歲,南部,3,html、javascript、css
1178,工程科學,Tourist,女,36 - 40歲,中部,2,python、javascript
1179,商,Learner,女,20 - 25歲,北部,3,html、javascript、css
1180,工程科學,Learner,男,31 - 35歲,南部,3,html、javascript、css
1181,理論科學,Learner,女,20 - 25歲,北部,0,沒有
1182,文,Tourist,女,31 - 35歲,北部,1,javascript
1183,資訊科學（資工、資管等等）,Learner,女,31 - 35歲,南部,1,html
1184,商,Tourist,男,36 - 40歲,北部,1,python
1185,理論科學,Career Switcher,男,20 - 25歲,北部,3,html、javascript、css
1186,理論科學,Career Switcher,女,26 - 30歲,中部,3,html、javascript、css
1187,理論科學,Tourist,男,26 - 30歲,中部,0,沒有學過
1188,工程科學,Tourist,女,20 - 25歲,南部,0,無
1189,其他,Career Switcher,女,31 - 35歲,中部,5,python、javascript、html、css、c++
1190,商,Tourist,女,26 - 30歲,南部,0,沒有學過
1191,理論科學,Learner,男,20 - 25歲,中部,0,無
1192,工程科學,Learner,男,26 - 30歲,中部,0,無
1193,工程科學,Career Switcher,女,20 歲以下,南部,1,html
1194,資訊科學（資工、資管等等）,Learner,女,20 歲以下,南部,3,html、javascript、css
1195,工程科學,Career Switcher,女,40歲以上,北部,3,html、javascript、css
1196,資訊科學（資工、資管等等）,Tourist,男,36 - 40歲,南部,0,沒有
1197,理論科學,Career Switcher,女,20 歲以下,南部,0,沒有
1198,其他,Learner,女,26 - 30歲,中部,0,無
1199,商,Tourist,不提供,20 - 25歲,東部,1,css
1200,理論科學,Learner,女,26 - 30歲,中部,0,沒有學過
1201,工程科學,Career Switcher,男,20 歲以下,東部,2,javascript、html
1202,工程科學,Tourist,男,20 歲以下,中部,1,html
1203,理論科學,Career Switcher,女,20 - 25歲,中部,2,python、javascript
1204,工程科學,Career Switcher,女,26 - 30歲,東部,3,html、javascript、css
1205,文,Tourist,男,20 - 25歲,北部,1,javascript
1206,理論科學,Tourist,女,31 - 35歲,東部,0,無
1207,商,Career Switcher,男,26 - 30歲,北部,0,沒有學過
1208,理論科學,Career Switcher,不提供,20 歲以下,北部,3,html、javascript、python
1209,商,Learner,女,20 - 25歲,北部,1,javascript
1210,理論科學,Career Switcher,男,26 - 30歲,北部,2,javascript、css
1211,工程科學,Career Switcher,男,31 - 35歲,中部,3,html、javascript、css
1212,商,Learner,男,26 - 30歲,南部,0,無
1213,文,Career Switcher,男,20 歲以下,南部,1,python
1214,商,Career Switcher,男,40歲以上,東部,2,python、javascript
1215,理論科學,Tourist,女,26 - 30歲,北部,2,javascript、css
1216,工程科學,Career Switcher,男,20 - 25歲,南部,2,javascript、html
1217,文,Career Switcher,女,26 - 30歲,中部,2,javascript、css
1218,其他,Career Switcher,女,26 - 30歲,中部,3,html、javascript、python
1219,文,Learner,男,20 - 25歲,北部,0,沒有
1220,工程科學,Tourist,男,20 - 25歲,中部,1,css
1221,文,Learner,女,26 - 30歲,北部,0,沒有
1222,文,Tourist,男,20 歲以下,北部,1,css
1223,工程科學,Tourist,男,20 歲以下,北部,2,javascript、css
1224,工程科學,Tourist,女,20 - 25歲,南部,0,無
1225,理論科學,Learner,男,20 歲以下,東部,1,javascript
1226,文,Tourist,男,20 歲以下,北部,0,沒有
1227,理論科學,Tourist,女,26 - 30歲,北部,0,無
1228,資訊科學（資工、資管等等）,Career Switcher,女,20 - 25歲,中部,1,css
1229,文,Career Switcher,男,20 歲以下,北部,1,html
1230,其他,Tourist,女,31 - 35歲,東部,1,python
1231,商,Tourist,男,20 - 25歲,南部,0,沒有
1232,文,Career Switcher,女,31 - 35歲,東部,3,html、javascript、css
1233,商,Learner,女,20 - 25歲,北部,0,沒有學過
1234,文,Learner,女,20 - 25歲,中部,0,沒有
1235,文,Tourist,男,36 - 40歲,中部,1,python
1236,資訊科學（資工、資管等等）,Career Switcher,女,20 歲以下,中部,4,html、css、javascript、python
1237,工程科學,Career Switcher,男,20 - 25歲,北部,4,"html、javascript ,python、css"
1238,理論科學,Tourist,男,31 - 35歲,北部,3,html、javascript、css
1239,理論科學,Learner,男,20 - 25歲,東部,0,無
1240,工程科學,Career Switcher,男,20 - 25歲,東部,4,"python、javascript ,html、css"
1241,工程科學,Career Switcher,女,20 歲以下,南部,3,html、javascript、css
1242,理論科學,Career Switcher,女,31 - 35歲,南部,3,html、javascript、css
1243,文,Career Switcher,男,20 歲以下,南部,2,javascript、css
1244,商,Learner,女,26 - 30歲,北部,0,無
1245,文,Career Switcher,女,20 - 25歲,東部,1,javascript
1246,資訊科學（資工、資管等等）,Tourist,女,26 - 30歲,北部,0,無
1247,商,Tourist,不提供,40歲以上,南部,1,html
1248,工程科學,Learner,女,36 - 40歲,東部,4,html、css、javascript、python
1249,資訊科學（資工、資管等等）,Career Switcher,男,40歲以上,東部,3,html、javascript、css
1250,理論科學,Career Switcher,男,26 - 30歲,南部,2,html、css
1251,商,Learner,男,20 - 25歲,中部,1,css
1252,理論科學,Tourist,女,20 - 25歲,中部,0,沒有學過
1253,商,Learner,男,20 歲以下,中部,0,沒有學過
1254,商,Tourist,女,26 - 30歲,南部,3,html、javascript、css
